0	0
0	5
0	10
0	15
246	20
222	25
225	30
261	35
303	40
348	45
384	50
426	55
465	60
531	65
594	70
642	75
687	80
735	85
780	90
819	95
861	100
903	105
945	110
981	115
1023	120
1059	125
1095	130
1128	135
1161	140
1200	145
1224	150
1263	155
1293	160
1320	165
1350	170
1389	175
1404	180
1437	185
1464	190
1494	195
1521	200
1542	205
1566	210
1593	215
1620	220
1641	225
1662	230
1680	235
1707	240
1722	245
1743	250
1773	255
